recipe_id,title,description,category,cuisine,meal_type,is_vegan,is_vegetarian,directions,ingredients_json
166,Spicy Quinoa Stuffed Peppers,Colorful bell peppers filled with a hearty quinoa mixture spiced with cumin and chili. This nutritious dish bursts with flavor for a wholesome meal.,main dish,Mexican,dinner,True,True,"Cook quinoa as per package, rinsing first and simmering in 2 cups water for 15 minutes. Preheat oven to 190C. Halve peppers lengthwise, remove seeds. Chop onion and saute until soft, about 3 minutes. Add cooked quinoa, beans, corn, cumin, and chili powder; stir in tomato sauce and heat through. Fill pepper halves with mixture. Bake covered for 20 minutes, then uncovered 5 minutes more until tender.","[{""name"": ""bell pepper"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""black beans"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""corn"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""chili powder"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""tomato sauce"", ""quantity"": 0.5, ""unit"": ""cup""}]"
167,Creamy Mushroom Risotto,Silky arborio rice simmered with earthy mushrooms and parmesan.,main dish,Italian,dinner,False,True,"Warm broth in a saucepan over low heat. Dice onion and slice mushrooms. Heat olive oil and 1 tablespoon butter in a pan over medium heat. Saute onion until translucent, 4 minutes, then add mushrooms and cook until browned, 5 minutes. Stir in rice for 2 minutes, add wine and stir until absorbed. Add broth ladle by ladle, stirring until absorbed, about 20 minutes total. Off heat, stir in remaining butter and parmesan. Serve immediately.","[{""name"": ""arborio rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mushroom"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""white wine"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
168,Mango Coconut Chia Pudding,A tropical twist on chia pudding layered with sweet mango and creamy coconut milk. Ideal for a refreshing breakfast or light snack.,breakfast,Other,breakfast,True,True,"Whisk chia seeds, coconut milk, honey, and vanilla in a bowl. Refrigerate covered for at least 4 hours or overnight, stirring halfway. Peel and dice mango, toss with lime juice. Layer pudding and mango in glasses. Zest lime on top and serve chilled.","[{""name"": ""chia seeds"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""coconut milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""mango"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""honey"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""vanilla"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""lime"", ""quantity"": 1, ""unit"": ""piece""}]"
169,Beef and Broccoli Stir-Fry,Tender beef slices tossed with crisp broccoli in a savory soy-ginger sauce.,main dish,Chinese,dinner,False,False,"Slice beef thinly after partial freezing for ease. Marinate in soy sauce, ginger, minced garlic, brown sugar, and cornstarch for 15 minutes. Cut broccoli into florets and blanch in boiling water 2 minutes, then ice bath. Heat sesame oil in wok over high heat. Stir-fry beef until browned, 3 minutes, remove. Add broccoli, stir-fry 2 minutes, return beef and toss until sauce thickens. Serve over rice.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""brown sugar"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""cornstarch"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
170,Avocado Toast with Poached Eggs,"Crispy toast topped with creamy smashed avocado and runny poached eggs. A simple, protein-packed breakfast.",breakfast,American,breakfast,False,True,"Toast bread slices until golden. Halve avocados, scoop flesh, mash with lemon juice, salt, and pepper. For eggs, simmer water in pan with splash of vinegar. Crack eggs into ramekins, slide into water, poach 3 minutes for runny yolks. Drain on towel. Spread avocado on toast, top with eggs, sprinkle red pepper flakes. Serve right away.","[{""name"": ""avocado"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""bread"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""lemon"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""red pepper flakes"", ""quantity"": 0.25, ""unit"": ""teaspoon""}]"
171,Greek Yogurt Parfait,"Layers of tangy Greek yogurt, crunchy granola, and fresh berries.",breakfast,Greek,breakfast,False,True,"Rinse and slice strawberries, rinse blueberries. Chop almonds. In glasses, layer yogurt, then 2 tablespoons granola, then berries. Drizzle honey over layers. Repeat once more. Top with almonds. Serve chilled.","[{""name"": ""greek yogurt"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""granola"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""strawberry"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""blueberry"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""honey"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""almond"", ""quantity"": 0.25, ""unit"": ""cup""}]"
172,Salmon Teriyaki Bowl,Flaky salmon glazed in sweet teriyaki sauce over steamed rice and veggies. A balanced Japanese-inspired meal ready in under 30 minutes.,main dish,Japanese,dinner,False,False,"Rinse rice, cook with 1.5 cups water, simmer covered 15 minutes. Mix soy sauce, brown sugar, grated ginger; simmer 2 minutes for sauce. Cut broccoli into florets, steam 4 minutes. Preheat oven to 200C. Pat salmon dry, brush with half sauce, bake 12 minutes, basting midway. Toast sesame seeds 1 minute. Assemble bowls: rice, broccoli, salmon, drizzle remaining sauce, top with seeds.","[{""name"": ""salmon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""broccoli"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""brown sugar"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""sesame seeds"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
173,Lentil Soup with Carrots,Warm and nourishing red lentil soup loaded with carrots and cumin. Perfect for chilly evenings.,soup,Middle Eastern,lunch,True,True,"Rinse lentils until water clears. Dice carrots and chop onion. Heat olive oil in pot, saute onion and carrots 6 minutes until soft. Add cumin, stir 30 seconds. Add lentils, broth; boil then simmer covered 20 minutes until tender. Blend half for creaminess. Stir in lemon juice and salt. Simmer 2 minutes more and serve hot.","[{""name"": ""red lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
174,Veggie Packed Minestrone Soup,"Hearty Italian soup brimming with seasonal vegetables, beans, and pasta in a tomato broth.",soup,Italian,lunch,True,True,"Dice tomatoes, carrots, and zucchini. Heat olive oil in pot over medium, saute vegetables 5 minutes until soft. Add vegetable broth and white beans, bring to boil. Stir in pasta and basil, simmer 10 minutes until pasta is tender. Season with salt if needed and serve hot with bread.","[{""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""carrot"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""zucchini"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""white beans"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""pasta"", ""quantity"": 0.1, ""unit"": ""pound""}, {""name"": ""vegetable broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""basil"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
175,Berry Almond Smoothie Bowl,Thick blended berries and yogurt topped with crunchy almonds and granola.,breakfast,American,breakfast,False,True,"Blend mixed berries, greek yogurt, almond milk, and banana until smooth and thick. Pour into bowl. Top with granola, chopped almonds, and a drizzle of honey. Serve immediately for best texture.","[{""name"": ""mixed berries"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""greek yogurt"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""almond milk"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""banana"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""granola"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""almond"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""honey"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
176,French Onion Soup Gratinee,Rich caramelized onions in beef broth topped with cheesy baguette slices.,soup,French,dinner,False,False,"Slice onions thinly. Melt butter in pot over medium-low, cook onions with thyme 30 minutes until caramelized, stirring occasionally. Deglaze with white wine, cook 2 minutes. Add beef broth, simmer 20 minutes. Preheat broiler. Ladle soup into bowls, top with baguette slices and gruyere. Broil 2 minutes until bubbly and golden.","[{""name"": ""onion"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""beef broth"", ""quantity"": 4, ""unit"": ""cup""}, {""name"": ""baguette"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""gruyere cheese"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""white wine"", ""quantity"": 0.5, ""unit"": ""cup""}]"
177,Quinoa Salad with Feta and Cucumber,"Fluffy quinoa mixed with crisp cucumber, tangy feta, and lemon vinaigrette. A light Mediterranean side or lunch.",salad,Mediterranean,lunch,False,True,"Cook quinoa in 2 cups water for 15 minutes, fluff and cool. Dice cucumber and halve tomatoes. Crumble feta and chop mint. Whisk olive oil and lemon juice for dressing. Toss all together in bowl. Chill 10 minutes before serving.","[{""name"": ""quinoa"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""feta cheese"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""cherry tomato"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""mint"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
178,Falafel Pita Pockets,Crispy chickpea falafel stuffed in pita with tahini and veggies. Middle Eastern street food at home.,main dish,Middle Eastern,lunch,True,True,"Mash chickpeas with chopped parsley, cumin, and half the olive oil into paste. Form into balls, fry in remaining oil 3 minutes per side until golden. Slice tomato and cucumber. Mix tahini with water to thin. Stuff pita with falafel, veggies, and tahini. Serve fresh.","[{""name"": ""chickpea"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""pita bread"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""tahini"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""parsley"", ""quantity"": 2.5, ""unit"": ""tablespoon""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
179,Vegetable Stir-Fry Noodles,Colorful mixed vegetables tossed with rice noodles in a light soy-ginger sauce. A quick vegan stir-fry packed with crunch and umami.,main dish,Chinese,dinner,True,True,"Cook rice noodles according to package, drain and rinse with cold water. Slice carrot, bell pepper, and broccoli into thin strips. Heat sesame oil in wok over high heat. Add ginger and vegetables, stir-fry 4 minutes until crisp-tender. Toss in noodles and soy sauce, stir 2 minutes to coat. Garnish with sliced green onions and serve hot.","[{""name"": ""rice noodles"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""broccoli"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""carrot"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""soy sauce"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""green onion"", ""quantity"": 2, ""unit"": ""piece""}]"
180,Turkey Meatballs in Tomato Sauce,Juicy turkey meatballs simmered in a simple herbed tomato sauce. Comforting Italian-American fare for any night.,main dish,American,dinner,False,False,"Mix ground turkey, bread crumbs, egg, half the parmesan, minced garlic, and oregano; form into 1-inch balls. Heat olive oil in skillet over medium, brown meatballs 5 minutes. Add tomato sauce, simmer covered 15 minutes until cooked through. Sprinkle with remaining parmesan and serve over pasta.","[{""name"": ""ground turkey"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""tomato sauce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""breadcrumbs"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""parmesan"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""oregano"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
181,Lamb Kofta Kebabs,Spiced ground lamb skewers grilled to perfection. Turkish street food with yogurt dip.,main dish,Mediterranean,dinner,False,False,"Grate onion and mince garlic, mix with ground lamb, spices, and chopped parsley. Form into sausage shapes around skewers. Brush with olive oil, grill 4 minutes per side until browned. Mix yogurt with garlic for dip. Serve kebabs with dip and flatbread.","[{""name"": ""ground lamb"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""coriander"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""parsley"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""yogurt"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
182,Spaghetti Carbonara,"Classic Roman pasta with eggs, cheese, and pancetta for creamy indulgence.",main dish,Italian,dinner,False,False,"Cook spaghetti al dente, reserve 1 cup water, drain. Dice pancetta, fry in olive oil until crisp, 5 minutes. Beat eggs with parmesan and black pepper. Toss hot pasta with pancetta and egg mixture, add pasta water to emulsify. Serve immediately.","[{""name"": ""spaghetti"", ""quantity"": 0.5, ""unit"": ""pound""}, {""name"": ""pancetta"", ""quantity"": 0.25, ""unit"": ""pound""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""parmesan"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""black pepper"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
183,Mushroom Stroganoff,Rich mushroom sauce over egg noodles with sour cream tang.,main dish,Russian,dinner,False,True,"Cook egg noodles, drain. Slice mushrooms and onion. Melt butter in skillet, saute onion 3 minutes, add mushrooms 5 minutes until browned. Sprinkle flour, stir 1 minute. Add beef broth and mustard, simmer 5 minutes. Stir in sour cream off heat. Serve over noodles.","[{""name"": ""mushroom"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""egg noodle"", ""quantity"": 1.5, ""unit"": ""cup""}, {""name"": ""sour cream"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""beef broth"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""flour"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""mustard"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
184,Coconut Shrimp Curry,Succulent shrimp in a mild coconut curry with Indian spices.,main dish,Indian,dinner,False,False,"Peel and devein shrimp. Chop onion and tomatoes, grate ginger. Heat olive oil, saute onion and ginger 4 minutes. Add curry powder, stir 30 seconds. Add tomatoes, cook 5 minutes. Stir in coconut milk and shrimp, simmer 5 minutes until pink. Garnish with cilantro and serve with rice.","[{""name"": ""shrimp"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""coconut milk"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""curry powder"", ""quantity"": 2, ""unit"": ""teaspoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""cilantro"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
185,Baked Ratatouille,"Layered summer vegetables in tomato sauce, Provencal style.",main dish,French,dinner,True,True,"Preheat oven to 180C. Slice vegetables thinly. Spread tomato sauce in baking dish, layer vegetables alternately, tuck in minced garlic and thyme. Drizzle olive oil, season with salt. Cover and bake 40 minutes, uncover last 10 minutes until tender.","[{""name"": ""zucchini"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""eggplant"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato sauce"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""thyme"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 2, ""unit"": ""piece""}]"
186,Butternut Squash Soup,Velvety roasted squash soup with nutmeg warmth.,soup,American,lunch,True,True,"Preheat oven to 200C. Cube squash, toss with olive oil, roast 25 minutes. Saute chopped onion and grated ginger 4 minutes. Add roasted squash and broth, simmer 10 minutes. Blend smooth, stir in coconut milk and nutmeg. Heat through and serve.","[{""name"": ""butternut squash"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""coconut milk"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""nutmeg"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}]"
187,Chicken Shawarma Wraps,Marinated chicken in spiced yogurt wrap with veggies.,main dish,Middle Eastern,dinner,False,False,"Slice chicken, marinate in yogurt, minced garlic, cumin, paprika 30 minutes. Grill or saute 6 minutes per side. Slice cucumber and tomato. Warm pita, fill with chicken and veggies. Serve with extra yogurt.","[{""name"": ""chicken breast"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""pita bread"", ""quantity"": 4, ""unit"": ""piece""}, {""name"": ""yogurt"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""cucumber"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""paprika"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}]"
188,Beef Bulgogi,"Thinly sliced beef marinated in sweet soy sauce, Korean style.",main dish,Asian,dinner,False,False,"Slice beef thin. Mix soy sauce, brown sugar, sesame oil, minced garlic, grated ginger. Marinate beef 20 minutes. Cook rice. Stir-fry beef 3 minutes until caramelized. Add sliced green onions. Serve over rice.","[{""name"": ""beef"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""soy sauce"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""brown sugar"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""sesame oil"", ""quantity"": 1, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""ginger"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""green onion"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""rice"", ""quantity"": 1, ""unit"": ""cup""}]"
189,Lentil Dal,Simple spiced lentils simmered with garlic and cumin.,main dish,Indian,dinner,True,True,"Rinse lentils. Chop onion and tomato, mince garlic. Saute onion and garlic in oil 4 minutes. Add spices, stir 30 seconds. Add lentils, tomato, broth; simmer 20 minutes until soft. Garnish with cilantro. Serve with rice.","[{""name"": ""red lentil"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""garlic"", ""quantity"": 3, ""unit"": ""piece""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""turmeric"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""vegetable broth"", ""quantity"": 3, ""unit"": ""cup""}, {""name"": ""cilantro"", ""quantity"": 0.25, ""unit"": ""cup""}]"
190,Eggplant Parmesan,Breaded eggplant baked with marinara and mozzarella.,main dish,Italian,dinner,False,True,"Slice eggplant, salt and drain 20 minutes. Beat eggs. Dip slices in egg then bread crumbs mixed with parmesan. Fry in olive oil 3 minutes per side. Layer in dish with sauce and mozzarella. Bake at 180C 25 minutes. Top with basil.","[{""name"": ""eggplant"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""marinara sauce"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""mozzarella"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""breadcrumbs"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""parmesan"", ""quantity"": 0.25, ""unit"": ""cup""}, {""name"": ""basil"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}]"
191,Avocado Egg Boats,Baked eggs in avocado halves for a nutritious brunch.,breakfast,American,breakfast,False,True,"Halve avocados, remove pits, scoop slightly for egg space. Crack egg into each. Dice tomato, sprinkle with salt, pepper. Bake at 200C 15 minutes until eggs set. Top with chives and tomato.","[{""name"": ""avocado"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""egg"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""tomato"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""black pepper"", ""quantity"": 0.25, ""unit"": ""teaspoon""}, {""name"": ""chive"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
192,Sweet Potato Fries with Aioli,Crispy baked sweet potato fries dipped in garlicky aioli.,appetizer,American,snack,False,True,"Preheat oven to 220C. Cut sweet potatoes into fries, toss with olive oil, paprika, salt. Bake 25 minutes, flip halfway. Mince garlic, mix with mayonnaise and lemon juice for aioli. Serve fries with dip.","[{""name"": ""sweet potato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""mayonnaise"", ""quantity"": 4, ""unit"": ""tablespoon""}, {""name"": ""garlic"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""paprika"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""lemon"", ""quantity"": 0.5, ""unit"": ""piece""}, {""name"": ""salt"", ""quantity"": 0.5, ""unit"": ""teaspoon""}]"
193,Couscous with Roasted Vegetables,Fluffy couscous topped with roasted seasonal veggies.,main dish,Mediterranean,dinner,True,True,"Preheat oven to 200C. Chop veggies, toss with olive oil and cumin, roast 20 minutes. Cook couscous in boiling water 5 minutes, fluff. Squeeze lemon over couscous. Top with veggies and chopped parsley.","[{""name"": ""couscous"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""zucchini"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""bell pepper"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""cherry tomato"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""cumin"", ""quantity"": 0.5, ""unit"": ""teaspoon""}, {""name"": ""lemon"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""parsley"", ""quantity"": 4, ""unit"": ""tablespoon""}]"
194,Turkey Chili,Hearty turkey chili with beans and bold spices.,main dish,American,dinner,False,False,"Chop onion and tomatoes. Heat olive oil, brown turkey 5 minutes. Add onion, cook 3 minutes. Stir in spices, tomatoes, beans, broth. Simmer 20 minutes. Serve with cornbread.","[{""name"": ""ground turkey"", ""quantity"": 1, ""unit"": ""pound""}, {""name"": ""kidney beans"", ""quantity"": 1, ""unit"": ""cup""}, {""name"": ""tomato"", ""quantity"": 2, ""unit"": ""piece""}, {""name"": ""onion"", ""quantity"": 1, ""unit"": ""piece""}, {""name"": ""chili powder"", ""quantity"": 2, ""unit"": ""teaspoon""}, {""name"": ""cumin"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""vegetable broth"", ""quantity"": 2, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
195,Cauliflower Buffalo Wings,Crispy baked cauliflower florets in spicy buffalo sauce.,appetizer,American,snack,True,True,"Preheat oven to 220C. Cut cauliflower into florets. Mix flour, milk, garlic powder for batter, coat florets. Bake 20 minutes. Melt butter with hot sauce, toss baked florets in sauce. Bake 5 minutes more. Serve with ranch.","[{""name"": ""cauliflower"", ""quantity"": 1.5, ""unit"": ""pound""}, {""name"": ""hot sauce"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""butter"", ""quantity"": 2, ""unit"": ""tablespoon""}, {""name"": ""flour"", ""quantity"": 8, ""unit"": ""tablespoon""}, {""name"": ""garlic powder"", ""quantity"": 1, ""unit"": ""teaspoon""}, {""name"": ""milk"", ""quantity"": 0.5, ""unit"": ""cup""}, {""name"": ""olive oil"", ""quantity"": 1, ""unit"": ""tablespoon""}]"
